,Year,County,Property_type,mean_inventory,Median_sales_price,county_ascii,lat,lng
1894,2019,Sutter,All Residential,1.64,337090.91,Sutter,39.0346,-121.6948
1895,2019,Sutter,Condo/Co-op,0,191333.33,Sutter,39.0346,-121.6948
1896,2019,Sutter,Multi-Family (2-4 Unit),0,245000,Sutter,39.0346,-121.6948
1897,2019,Sutter,Single Family Residential,1.64,338568.18,Sutter,39.0346,-121.6948
1898,2020,Sutter,All Residential,0.78,394833.33,Sutter,39.0346,-121.6948
1899,2020,Sutter,Condo/Co-op,0,401500,Sutter,39.0346,-121.6948
1900,2020,Sutter,Multi-Family (2-4 Unit),0,451666.67,Sutter,39.0346,-121.6948
1901,2020,Sutter,Single Family Residential,0.78,399000,Sutter,39.0346,-121.6948
1902,2021,Sutter,All Residential,61.27,442272.73,Sutter,39.0346,-121.6948
1903,2021,Sutter,Condo/Co-op,0.38,200750,Sutter,39.0346,-121.6948
1904,2021,Sutter,Multi-Family (2-4 Unit),6.78,405638.89,Sutter,39.0346,-121.6948
1905,2021,Sutter,Single Family Residential,55.18,451409.09,Sutter,39.0346,-121.6948
1906,2021,Sutter,Townhouse,0,244000,Sutter,39.0346,-121.6948
1907,2022,Sutter,All Residential,118,836750,Sutter,39.0346,-121.6948
1908,2022,Sutter,Condo/Co-op,3,413000,Sutter,39.0346,-121.6948
1909,2022,Sutter,Multi-Family (2-4 Unit),11,825000,Sutter,39.0346,-121.6948
1910,2022,Sutter,Single Family Residential,102,840000,Sutter,39.0346,-121.6948
1911,2012,Ventura,All Residential,1835.45,396440.91,Ventura,34.4565,-119.0836
1912,2012,Ventura,Condo/Co-op,245.64,225581.82,Ventura,34.4565,-119.0836
1913,2012,Ventura,Multi-Family (2-4 Unit),30.36,449831.82,Ventura,34.4565,-119.0836
1914,2012,Ventura,Single Family Residential,1413.82,447000,Ventura,34.4565,-119.0836
1915,2012,Ventura,Townhouse,145.64,311486.36,Ventura,34.4565,-119.0836
1916,2013,Ventura,All Residential,1361.36,483872.73,Ventura,34.4565,-119.0836
1917,2013,Ventura,Condo/Co-op,168.27,291360.77,Ventura,34.4565,-119.0836
1918,2013,Ventura,Multi-Family (2-4 Unit),24.55,495181.82,Ventura,34.4565,-119.0836
1919,2013,Ventura,Single Family Residential,1070.09,537000,Ventura,34.4565,-119.0836
1920,2013,Ventura,Townhouse,98.45,370614.86,Ventura,34.4565,-119.0836
1921,2014,Ventura,All Residential,1917.73,521207.36,Ventura,34.4565,-119.0836
1922,2014,Ventura,Condo/Co-op,260,323772.73,Ventura,34.4565,-119.0836
1923,2014,Ventura,Multi-Family (2-4 Unit),39.36,659568.18,Ventura,34.4565,-119.0836
1924,2014,Ventura,Single Family Residential,1467.36,582045.45,Ventura,34.4565,-119.0836
1925,2014,Ventura,Townhouse,151,413977.27,Ventura,34.4565,-119.0836
1926,2015,Ventura,All Residential,1915.09,556276.45,Ventura,34.4565,-119.0836
1927,2015,Ventura,Condo/Co-op,231.64,351681.82,Ventura,34.4565,-119.0836
1928,2015,Ventura,Multi-Family (2-4 Unit),52,612434.09,Ventura,34.4565,-119.0836
1929,2015,Ventura,Single Family Residential,1487.55,622386.36,Ventura,34.4565,-119.0836
1930,2015,Ventura,Townhouse,143.91,439454.55,Ventura,34.4565,-119.0836
1931,2016,Ventura,All Residential,1949.18,583931.82,Ventura,34.4565,-119.0836
1932,2016,Ventura,Condo/Co-op,254.73,375095.45,Ventura,34.4565,-119.0836
1933,2016,Ventura,Multi-Family (2-4 Unit),51.45,693154.55,Ventura,34.4565,-119.0836
1934,2016,Ventura,Single Family Residential,1517.55,651063.18,Ventura,34.4565,-119.0836
1935,2016,Ventura,Townhouse,125.45,464026.82,Ventura,34.4565,-119.0836
1936,2017,Ventura,All Residential,1656,621545.45,Ventura,34.4565,-119.0836
1937,2017,Ventura,Condo/Co-op,209.45,410159.09,Ventura,34.4565,-119.0836
1938,2017,Ventura,Multi-Family (2-4 Unit),39.36,691704.55,Ventura,34.4565,-119.0836
1939,2017,Ventura,Single Family Residential,1289.91,684227.27,Ventura,34.4565,-119.0836
1940,2017,Ventura,Townhouse,117.27,495318.18,Ventura,34.4565,-119.0836
1941,2018,Ventura,All Residential,1882.36,651681.82,Ventura,34.4565,-119.0836
1942,2018,Ventura,Condo/Co-op,267.91,432800,Ventura,34.4565,-119.0836
1943,2018,Ventura,Multi-Family (2-4 Unit),38.45,756418.18,Ventura,34.4565,-119.0836
1944,2018,Ventura,Single Family Residential,1439.09,712590.91,Ventura,34.4565,-119.0836
1945,2018,Ventura,Townhouse,136.91,528563.64,Ventura,34.4565,-119.0836
1946,2019,Ventura,All Residential,2354,654931.82,Ventura,34.4565,-119.0836
1947,2019,Ventura,Condo/Co-op,366.36,441068.18,Ventura,34.4565,-119.0836
1948,2019,Ventura,Multi-Family (2-4 Unit),46.64,810227.27,Ventura,34.4565,-119.0836
1949,2019,Ventura,Single Family Residential,1746.09,710090.91,Ventura,34.4565,-119.0836
1950,2019,Ventura,Townhouse,194.91,542302.09,Ventura,34.4565,-119.0836
1951,2020,Ventura,All Residential,1777.27,712090.91,Ventura,34.4565,-119.0836
1952,2020,Ventura,Condo/Co-op,288.18,469000,Ventura,34.4565,-119.0836
1953,2020,Ventura,Multi-Family (2-4 Unit),34.27,879840.91,Ventura,34.4565,-119.0836
1954,2020,Ventura,Single Family Residential,1306.91,780045.45,Ventura,34.4565,-119.0836
1955,2020,Ventura,Townhouse,147.91,564636.36,Ventura,34.4565,-119.0836
1956,2021,Ventura,All Residential,1267.18,830381.82,Ventura,34.4565,-119.0836
1957,2021,Ventura,Condo/Co-op,167.82,525863.64,Ventura,34.4565,-119.0836
1958,2021,Ventura,Multi-Family (2-4 Unit),29,881863.64,Ventura,34.4565,-119.0836
1959,2021,Ventura,Single Family Residential,969.64,900318.18,Ventura,34.4565,-119.0836
1960,2021,Ventura,Townhouse,100.73,649000,Ventura,34.4565,-119.0836
1961,2022,Ventura,All Residential,1566,1611500,Ventura,34.4565,-119.0836
1962,2022,Ventura,Condo/Co-op,254,1039000,Ventura,34.4565,-119.0836
1963,2022,Ventura,Multi-Family (2-4 Unit),22,2042500,Ventura,34.4565,-119.0836
1964,2022,Ventura,Single Family Residential,1143,1760000,Ventura,34.4565,-119.0836
1965,2022,Ventura,Townhouse,147,1292500,Ventura,34.4565,-119.0836
1966,2012,Yolo,All Residential,497.91,251050.68,Yolo,38.6866,-121.9016
1967,2012,Yolo,Condo/Co-op,33.09,151559.09,Yolo,38.6866,-121.9016
1968,2012,Yolo,Multi-Family (2-4 Unit),18.73,257415.27,Yolo,38.6866,-121.9016
1969,2012,Yolo,Single Family Residential,444.82,259136.36,Yolo,38.6866,-121.9016
1970,2012,Yolo,Townhouse,1,405000,Yolo,38.6866,-121.9016
1971,2013,Yolo,All Residential,315.18,314331.82,Yolo,38.6866,-121.9016
1972,2013,Yolo,Condo/Co-op,20.55,203604.55,Yolo,38.6866,-121.9016
1973,2013,Yolo,Multi-Family (2-4 Unit),9.82,401495.45,Yolo,38.6866,-121.9016
1974,2013,Yolo,Single Family Residential,284.36,322113.64,Yolo,38.6866,-121.9016
1975,2013,Yolo,Townhouse,0.75,267375,Yolo,38.6866,-121.9016
1976,2014,Yolo,All Residential,365.55,358181.36,Yolo,38.6866,-121.9016
1977,2014,Yolo,Condo/Co-op,23.36,230104.55,Yolo,38.6866,-121.9016
1978,2014,Yolo,Multi-Family (2-4 Unit),10.55,427909.09,Yolo,38.6866,-121.9016
1979,2014,Yolo,Single Family Residential,329.73,369221.73,Yolo,38.6866,-121.9016
1980,2014,Yolo,Townhouse,1.67,337000,Yolo,38.6866,-121.9016
1981,2015,Yolo,All Residential,349.36,394436.36,Yolo,38.6866,-121.9016
1982,2015,Yolo,Condo/Co-op,22,252500,Yolo,38.6866,-121.9016
1983,2015,Yolo,Multi-Family (2-4 Unit),16.78,564833.33,Yolo,38.6866,-121.9016
1984,2015,Yolo,Single Family Residential,309.27,403883.86,Yolo,38.6866,-121.9016
1985,2015,Yolo,Townhouse,2,312375,Yolo,38.6866,-121.9016
1986,2016,Yolo,All Residential,335.82,416772.73,Yolo,38.6866,-121.9016
1987,2016,Yolo,Condo/Co-op,18.36,285250,Yolo,38.6866,-121.9016
1988,2016,Yolo,Multi-Family (2-4 Unit),15.6,511273.85,Yolo,38.6866,-121.9016
1989,2016,Yolo,Single Family Residential,301.82,425918.18,Yolo,38.6866,-121.9016
1990,2016,Yolo,Townhouse,0.75,331750,Yolo,38.6866,-121.9016
1991,2017,Yolo,All Residential,289.18,446818.18,Yolo,38.6866,-121.9016
1992,2017,Yolo,Condo/Co-op,11,326000,Yolo,38.6866,-121.9016
1993,2017,Yolo,Multi-Family (2-4 Unit),11.91,595645.45,Yolo,38.6866,-121.9016
1994,2017,Yolo,Single Family Residential,265.64,455068.18,Yolo,38.6866,-121.9016
1995,2017,Yolo,Townhouse,1.33,450333.33,Yolo,38.6866,-121.9016
1996,2018,Yolo,All Residential,327.91,472636.36,Yolo,38.6866,-121.9016
1997,2018,Yolo,Condo/Co-op,23,364568.18,Yolo,38.6866,-121.9016
1998,2018,Yolo,Multi-Family (2-4 Unit),11.09,686622.73,Yolo,38.6866,-121.9016
1999,2018,Yolo,Single Family Residential,293.36,480409.09,Yolo,38.6866,-121.9016
2000,2018,Yolo,Townhouse,0.67,458333.33,Yolo,38.6866,-121.9016
2001,2019,Yolo,All Residential,357.45,488377.95,Yolo,38.6866,-121.9016
2002,2019,Yolo,Condo/Co-op,28.73,399009.09,Yolo,38.6866,-121.9016
2003,2019,Yolo,Multi-Family (2-4 Unit),8.09,509222.68,Yolo,38.6866,-121.9016
2004,2019,Yolo,Single Family Residential,320.09,495838.41,Yolo,38.6866,-121.9016
2005,2019,Yolo,Townhouse,0,577500,Yolo,38.6866,-121.9016
2006,2020,Yolo,All Residential,275.36,521272.73,Yolo,38.6866,-121.9016
2007,2020,Yolo,Condo/Co-op,26.18,398693.82,Yolo,38.6866,-121.9016
2008,2020,Yolo,Multi-Family (2-4 Unit),9.2,525500,Yolo,38.6866,-121.9016
2009,2020,Yolo,Single Family Residential,238.73,528654.09,Yolo,38.6866,-121.9016
2010,2020,Yolo,Townhouse,1.33,349666.67,Yolo,38.6866,-121.9016
2011,2021,Yolo,All Residential,176.09,598745.45,Yolo,38.6866,-121.9016
2012,2021,Yolo,Condo/Co-op,16.27,438017.27,Yolo,38.6866,-121.9016
2013,2021,Yolo,Multi-Family (2-4 Unit),9.91,760045.45,Yolo,38.6866,-121.9016
2014,2021,Yolo,Single Family Residential,147.73,608409.09,Yolo,38.6866,-121.9016
2015,2021,Yolo,Townhouse,2.1,606958.7,Yolo,38.6866,-121.9016
2016,2022,Yolo,All Residential,194,1145000,Yolo,38.6866,-121.9016
2017,2022,Yolo,Condo/Co-op,15,911500,Yolo,38.6866,-121.9016
2018,2022,Yolo,Multi-Family (2-4 Unit),11,937000,Yolo,38.6866,-121.9016
2019,2022,Yolo,Single Family Residential,166,1178000,Yolo,38.6866,-121.9016
2020,2022,Yolo,Townhouse,2,790000,Yolo,38.6866,-121.9016
2021,2012,Yuba,All Residential,3,172754.55,Yuba,39.269,-121.3513
2022,2012,Yuba,Condo/Co-op,0,28000,Yuba,39.269,-121.3513
2023,2012,Yuba,Multi-Family (2-4 Unit),0,575000,Yuba,39.269,-121.3513
2024,2012,Yuba,Single Family Residential,3,173254.55,Yuba,39.269,-121.3513
2025,2013,Yuba,All Residential,3.91,220140.91,Yuba,39.269,-121.3513
2026,2013,Yuba,Multi-Family (2-4 Unit),0,685000,Yuba,39.269,-121.3513
2027,2013,Yuba,Single Family Residential,3.91,220027.27,Yuba,39.269,-121.3513
2028,2014,Yuba,All Residential,5,241390.91,Yuba,39.269,-121.3513
2029,2014,Yuba,Multi-Family (2-4 Unit),0,402500,Yuba,39.269,-121.3513
2030,2014,Yuba,Single Family Residential,5,240850,Yuba,39.269,-121.3513
2031,2015,Yuba,All Residential,4.18,255772.73,Yuba,39.269,-121.3513
2032,2015,Yuba,Multi-Family (2-4 Unit),0,290000,Yuba,39.269,-121.3513
2033,2015,Yuba,Single Family Residential,4.18,255909.09,Yuba,39.269,-121.3513
2034,2016,Yuba,All Residential,2.36,276613.64,Yuba,39.269,-121.3513
2035,2016,Yuba,Multi-Family (2-4 Unit),0,382333.33,Yuba,39.269,-121.3513
2036,2016,Yuba,Single Family Residential,2.36,277159.09,Yuba,39.269,-121.3513
2037,2017,Yuba,All Residential,1.55,296295.45,Yuba,39.269,-121.3513
2038,2017,Yuba,Condo/Co-op,0,111000,Yuba,39.269,-121.3513
2039,2017,Yuba,Multi-Family (2-4 Unit),0,252666.67,Yuba,39.269,-121.3513
2040,2017,Yuba,Single Family Residential,1.55,297022.73,Yuba,39.269,-121.3513
2041,2018,Yuba,All Residential,1.91,301459.09,Yuba,39.269,-121.3513
2042,2018,Yuba,Condo/Co-op,0,140000,Yuba,39.269,-121.3513
2043,2018,Yuba,Multi-Family (2-4 Unit),0,545000,Yuba,39.269,-121.3513
2044,2018,Yuba,Single Family Residential,1.91,301413.64,Yuba,39.269,-121.3513
2045,2019,Yuba,All Residential,16.36,343309.09,Yuba,39.269,-121.3513
2046,2019,Yuba,Condo/Co-op,0,260000,Yuba,39.269,-121.3513
2047,2019,Yuba,Multi-Family (2-4 Unit),0.17,359041.67,Yuba,39.269,-121.3513
2048,2019,Yuba,Single Family Residential,16.18,344209.09,Yuba,39.269,-121.3513
2049,2020,Yuba,All Residential,9.91,363195.45,Yuba,39.269,-121.3513
2050,2020,Yuba,Condo/Co-op,0,143000,Yuba,39.269,-121.3513
2051,2020,Yuba,Multi-Family (2-4 Unit),0,426250,Yuba,39.269,-121.3513
2052,2020,Yuba,Single Family Residential,9.91,364840.91,Yuba,39.269,-121.3513
2053,2021,Yuba,All Residential,85.45,434859.09,Yuba,39.269,-121.3513
2054,2021,Yuba,Condo/Co-op,1,167625,Yuba,39.269,-121.3513
2055,2021,Yuba,Multi-Family (2-4 Unit),8.2,416240,Yuba,39.269,-121.3513
2056,2021,Yuba,Single Family Residential,77.36,438396.95,Yuba,39.269,-121.3513
2057,2021,Yuba,Townhouse,0,149000,Yuba,39.269,-121.3513
2058,2022,Yuba,All Residential,166,851500,Yuba,39.269,-121.3513
2059,2022,Yuba,Condo/Co-op,0,162000,Yuba,39.269,-121.3513
2060,2022,Yuba,Multi-Family (2-4 Unit),14,1028750,Yuba,39.269,-121.3513
2061,2022,Yuba,Single Family Residential,151,851500,Yuba,39.269,-121.3513
